MyPath3
290
0.000, 0.000, 0.005, 0.498, 0, 0.000
0.000, 0.000, 0.010, 0.498, 0, 0.010
0.000, 0.000, 0.022, 1.246, 0, 0.020
0.001, 0.000, 0.040, 1.745, 0, 0.030
0.001, 0.000, 0.062, 2.243, 0, 0.040
0.002, 0.000, 0.090, 2.741, 0, 0.050
0.003, 0.000, 0.122, 3.240, 0, 0.060
0.005, 0.000, 0.160, 3.738, 0, 0.070
0.007, 0.000, 0.202, 4.237, 0, 0.080
0.010, 0.000, 0.249, 4.735, 0, 0.090
0.013, 0.000, 0.302, 5.234, 0, 0.100
0.016, 0.000, 0.359, 5.732, 0, 0.110
0.020, 0.000, 0.421, 6.231, 0, 0.120
0.025, 0.000, 0.488, 6.729, 0, 0.130
0.031, 0.000, 0.561, 7.227, 0, 0.140
0.037, 0.000, 0.638, 7.726, 0, 0.150
0.044, 0.000, 0.720, 8.224, 0, 0.160
0.053, 0.000, 0.805, 8.474, 0, 0.170
0.061, 0.000, 0.890, 8.474, 0, 0.180
0.071, 0.000, 0.974, 8.474, 0, 0.190
0.082, 0.000, 1.059, 8.474, 0, 0.200
0.093, 0.000, 1.144, 8.474, 0, 0.210
0.105, 0.000, 1.229, 8.474, 0, 0.220
0.119, 0.000, 1.313, 8.474, 0, 0.230
0.133, 0.000, 1.398, 8.474, 0, 0.240
0.147, 0.000, 1.483, 8.474, 0, 0.250
0.163, 0.000, 1.568, 8.474, 0, 0.260
0.180, 0.000, 1.652, 8.474, 0, 0.270
0.197, 0.000, 1.737, 8.474, 0, 0.280
0.215, 0.000, 1.822, 8.474, 0, 0.290
0.234, 0.000, 1.907, 8.474, 0, 0.300
0.254, 0.000, 1.991, 8.474, 0, 0.310
0.275, 0.000, 2.076, 8.474, 0, 0.320
0.297, 0.000, 2.161, 8.474, 0, 0.330
0.319, 0.000, 2.245, 8.474, 0, 0.340
0.342, 0.000, 2.330, 8.474, 0, 0.350
0.366, 0.000, 2.415, 8.474, 0, 0.360
0.391, 0.000, 2.500, 8.474, 0, 0.370
0.417, 0.000, 2.584, 8.474, 0, 0.380
0.444, 0.000, 2.669, 8.474, 0, 0.390
0.472, 0.000, 2.754, 8.474, 0, 0.400
0.500, 0.000, 2.839, 8.474, 0, 0.410
0.529, 0.000, 2.923, 8.474, 0, 0.420
0.559, 0.000, 3.008, 8.474, 0, 0.430
0.590, 0.000, 3.093, 8.474, 0, 0.440
